load,Q,P,COP,tr_cw,G_cw,ts_cw,tr_chw,G_chw,ts_chw,Te,Pe,Tc,Pc,
0.680 ,1553.3 ,171.6 ,9.0520 ,26,112.7 ,29.7 ,12,109.2 ,8.6 ,7.5 ,381 ,30.4 ,780 ,
0.675 ,1541.9 ,171.2 ,9.0040 ,26,112.7 ,29.7 ,12,98.3 ,8.3 ,7.4 ,380 ,30.4 ,779 ,
0.658 ,1502.5 ,170.7 ,8.8008 ,26,112.7 ,29.6 ,12,87.3 ,7.9 ,7.2 ,377 ,30.5 ,781 ,
0.627 ,1433.5 ,168.1 ,8.5258 ,26,112.7 ,29.4 ,12,76.4 ,7.5 ,6.6 ,369 ,30.1 ,773 ,
0.601 ,1374.2 ,166.7 ,8.2435 ,26,112.7 ,29.3 ,12,65.5 ,7.0 ,6.1 ,363 ,30.0 ,769 ,
0.568 ,1297.7 ,165.1 ,7.8599 ,26,112.7 ,29.1 ,12,54.6 ,6.3 ,5.5 ,356 ,29.7 ,765 ,
0.491 ,1122.2 ,172.3 ,6.5115 ,26,112.7 ,28.8 ,12,43.7 ,5.9 ,5.5 ,356 ,31.3 ,800 ,
0.419 ,958.4 ,178.7 ,5.3627 ,26,112.7 ,28.4 ,12,32.8 ,5.0 ,4.8 ,347 ,31.6 ,806 ,
0.416 ,950.1 ,165.2 ,5.7507 ,26,100.2 ,28.7 ,6,109.2 ,3.9 ,3.1 ,327 ,29.1 ,751 ,
0.407 ,931.1 ,165.5 ,5.6249 ,26,100.2 ,28.6 ,6,98.3 ,3.7 ,2.9 ,325 ,29.0 ,749 ,
0.397 ,906.9 ,166.2 ,5.4574 ,26,100.2 ,28.6 ,6,87.3 ,3.5 ,2.7 ,323 ,29.0 ,748 ,
0.391 ,893.3 ,167.3 ,5.3399 ,26,100.2 ,28.5 ,6,76.4 ,3.2 ,2.7 ,322 ,29.1 ,750 ,
0.379 ,866.1 ,169.8 ,5.1011 ,26,100.2 ,28.5 ,6,65.5 ,2.9 ,2.7 ,322 ,29.2 ,754 ,
0.501 ,1144.8 ,164.4 ,6.9634 ,26,100.2 ,29.1 ,8,109.2 ,5.5 ,4.5 ,344 ,29.7 ,763 ,
0.490 ,1120.8 ,164.2 ,6.8237 ,26,100.2 ,29.1 ,8,98.3 ,5.3 ,4.4 ,342 ,29.6 ,761 ,
0.478 ,1091.9 ,164.1 ,6.6534 ,26,100.2 ,29.0 ,8,87.3 ,5.0 ,4.1 ,339 ,29.5 ,759 ,
0.473 ,1080.7 ,164.7 ,6.5614 ,26,100.2 ,29.0 ,8,76.4 ,4.6 ,4.1 ,339 ,29.6 ,761 ,
0.451 ,1030.0 ,165.9 ,6.2093 ,26,100.2 ,28.9 ,8,65.5 ,4.3 ,3.9 ,336 ,29.7 ,763 ,
0.419 ,956.8 ,165.0 ,5.7988 ,26,100.2 ,28.7 ,8,54.6 ,3.8 ,3.1 ,327 ,29.1 ,751 ,
0.381 ,869.9 ,173.7 ,5.0067 ,26,100.2 ,28.5 ,8,43.7 ,3.3 ,3.2 ,328 ,29.9 ,769 ,
0.316 ,722.5 ,193.5 ,3.7344 ,26,100.2 ,28.2 ,8,32.8 ,2.8 ,2.7 ,323 ,30.4 ,779 ,
0.585 ,1337.2 ,167.4 ,7.9900 ,26,100.2 ,29.6 ,10,109.2 ,7.1 ,6.1 ,363 ,30.2 ,775 ,
0.573 ,1309.2 ,166.8 ,7.8498 ,26,100.2 ,29.5 ,10,98.3 ,6.8 ,5.8 ,360 ,30.1 ,773 ,
0.558 ,1275.6 ,166.1 ,7.6775 ,26,100.2 ,29.5 ,10,87.3 ,6.5 ,5.6 ,357 ,30.0 ,771 ,
0.547 ,1249.2 ,166.7 ,7.4948 ,26,100.2 ,29.4 ,10,76.4 ,6.1 ,5.5 ,356 ,30.2 ,774 ,
0.525 ,1199.0 ,166.9 ,7.1826 ,26,100.2 ,29.3 ,10,65.5 ,5.6 ,5.3 ,353 ,30.3 ,776 ,
0.489 ,1118.4 ,164.2 ,6.8109 ,26,100.2 ,29.1 ,10,54.6 ,5.1 ,4.3 ,342 ,29.6 ,761 ,
0.452 ,1032.5 ,164.2 ,6.2890 ,26,100.2 ,28.9 ,10,43.7 ,4.4 ,3.7 ,334 ,29.3 ,756 ,
0.371 ,848.6 ,182.3 ,4.6553 ,26,100.2 ,28.5 ,10,32.8 ,3.8 ,3.8 ,335 ,31.0 ,793 ,
0.674 ,1540.5 ,171.9 ,8.9598 ,26,100.2 ,30.1 ,12,109.2 ,8.6 ,7.5 ,381 ,30.6 ,784 ,
0.655 ,1496.8 ,171.4 ,8.7310 ,26,100.2 ,30.0 ,12,98.3 ,8.4 ,7.3 ,379 ,30.7 ,786 ,
0.647 ,1479.1 ,171.0 ,8.6503 ,26,100.2 ,30.0 ,12,87.3 ,8.0 ,7.2 ,377 ,30.7 ,785 ,
0.622 ,1420.8 ,168.6 ,8.4258 ,26,100.2 ,29.8 ,12,76.4 ,7.6 ,6.6 ,370 ,30.3 ,777 ,
0.603 ,1378.6 ,169.9 ,8.1121 ,26,100.2 ,29.7 ,12,65.5 ,7.0 ,6.6 ,370 ,30.8 ,787 ,
0.560 ,1279.4 ,166.2 ,7.6974 ,26,100.2 ,29.5 ,12,54.6 ,6.4 ,5.6 ,357 ,30.1 ,771 ,
0.517 ,1181.1 ,164.8 ,7.1688 ,26,100.2 ,29.2 ,12,43.7 ,5.6 ,4.8 ,348 ,29.8 ,765 ,
0.420 ,960.5 ,179.2 ,5.3603 ,26,100.2 ,28.7 ,12,32.8 ,5.0 ,4.9 ,348 ,31.7 ,809 ,
0.414 ,945.1 ,165.5 ,5.7113 ,26,87.7 ,29.0 ,6,109.2 ,3.9 ,3.0 ,326 ,29.1 ,751 ,
0.398 ,908.4 ,168.0 ,5.4055 ,26,87.7 ,28.9 ,6,98.3 ,3.8 ,3.0 ,326 ,29.3 ,755 ,
0.386 ,883.0 ,168.8 ,5.2325 ,26,87.7 ,28.9 ,6,87.3 ,3.6 ,2.7 ,323 ,29.2 ,753 ,
0.374 ,855.4 ,170.4 ,5.0211 ,26,87.7 ,28.8 ,6,76.4 ,3.3 ,2.6 ,321 ,29.2 ,753 ,
0.370 ,844.6 ,172.4 ,4.8993 ,26,87.7 ,28.8 ,6,65.5 ,2.9 ,2.7 ,322 ,29.4 ,758 ,
0.496 ,1134.3 ,164.7 ,6.8884 ,26,87.7 ,29.6 ,8,109.2 ,5.5 ,4.5 ,344 ,29.7 ,764 ,
0.484 ,1105.0 ,165.1 ,6.6932 ,26,87.7 ,29.5 ,8,98.3 ,5.3 ,4.4 ,342 ,29.7 ,765 ,
0.467 ,1067.6 ,166.0 ,6.4326 ,26,87.7 ,29.4 ,8,87.3 ,5.1 ,4.2 ,340 ,29.8 ,766 ,
0.452 ,1033.5 ,166.0 ,6.2244 ,26,87.7 ,29.3 ,8,76.4 ,4.8 ,3.9 ,337 ,29.7 ,764 ,
0.441 ,1006.8 ,167.3 ,6.0186 ,26,87.7 ,29.2 ,8,65.5 ,4.3 ,3.9 ,336 ,29.8 ,767 ,
0.410 ,937.3 ,167.3 ,5.6026 ,26,87.7 ,29.0 ,8,54.6 ,3.9 ,3.2 ,328 ,29.4 ,757 ,
0.382 ,873.8 ,173.8 ,5.0275 ,26,87.7 ,28.9 ,8,43.7 ,3.2 ,3.2 ,329 ,30.0 ,770 ,
0.581 ,1328.6 ,167.8 ,7.9194 ,26,87.7 ,30.1 ,10,109.2 ,7.1 ,6.1 ,363 ,30.3 ,778 ,
0.566 ,1293.7 ,167.4 ,7.7294 ,26,87.7 ,30.0 ,10,98.3 ,6.9 ,5.9 ,360 ,30.3 ,777 ,
0.545 ,1246.5 ,167.6 ,7.4391 ,26,87.7 ,29.9 ,10,87.3 ,6.6 ,5.6 ,357 ,30.4 ,779 ,
0.529 ,1209.3 ,167.0 ,7.2413 ,26,87.7 ,29.8 ,10,76.4 ,6.2 ,5.3 ,354 ,30.3 ,776 ,
0.520 ,1188.5 ,167.5 ,7.0961 ,26,87.7 ,29.7 ,10,65.5 ,5.7 ,5.3 ,353 ,30.4 ,779 ,
0.480 ,1096.9 ,166.0 ,6.6073 ,26,87.7 ,29.5 ,10,54.6 ,5.2 ,4.4 ,343 ,29.9 ,768 ,
0.444 ,1013.6 ,166.1 ,6.1009 ,26,87.7 ,29.2 ,10,43.7 ,4.5 ,3.8 ,335 ,29.7 ,763 ,
0.661 ,1510.1 ,172.2 ,8.7681 ,26,87.7 ,30.6 ,12,109.2 ,8.7 ,7.5 ,381 ,30.8 ,789 ,
0.649 ,1482.9 ,171.8 ,8.6334 ,26,87.7 ,30.5 ,12,98.3 ,8.4 ,7.3 ,379 ,30.8 ,789 ,
0.624 ,1426.8 ,171.4 ,8.3244 ,26,87.7 ,30.4 ,12,87.3 ,8.1 ,7.1 ,376 ,31.0 ,792 ,
0.606 ,1384.2 ,170.4 ,8.1230 ,26,87.7 ,30.3 ,12,76.4 ,7.7 ,6.7 ,371 ,30.9 ,789 ,
0.592 ,1353.3 ,170.6 ,7.9310 ,26,87.7 ,30.2 ,12,65.5 ,7.1 ,6.6 ,370 ,31.0 ,792 ,
0.550 ,1255.8 ,167.7 ,7.4876 ,26,87.7 ,29.9 ,12,54.6 ,6.5 ,5.7 ,358 ,30.4 ,780 ,
0.508 ,1160.6 ,166.4 ,6.9732 ,26,87.7 ,29.6 ,12,43.7 ,5.7 ,5.0 ,349 ,30.1 ,773 ,
0.421 ,961.5 ,179.8 ,5.3483 ,26,87.7 ,29.1 ,12,32.8 ,5.0 ,5.0 ,349 ,31.8 ,811 ,
0.393 ,897.1 ,171.1 ,5.2446 ,26,75.2 ,29.4 ,6,109.2 ,4.0 ,3.2 ,328 ,29.8 ,765 ,
0.374 ,853.8 ,172.7 ,4.9428 ,26,75.2 ,29.3 ,6,87.3 ,3.7 ,2.8 ,324 ,29.6 ,761 ,
0.363 ,829.9 ,174.1 ,4.7678 ,26,75.2 ,29.2 ,6,76.4 ,3.4 ,2.7 ,322 ,29.5 ,760 ,
0.357 ,816.4 ,175.9 ,4.6415 ,26,75.2 ,29.2 ,6,65.5 ,3.0 ,2.7 ,322 ,29.6 ,762 ,
0.337 ,770.6 ,181.1 ,4.2553 ,26,75.2 ,29.0 ,6,54.6 ,2.6 ,2.5 ,320 ,29.7 ,764 ,
0.467 ,1066.6 ,166.6 ,6.4007 ,26,75.2 ,29.9 ,8,98.3 ,5.4 ,4.3 ,341 ,30.0 ,769 ,
0.462 ,1055.8 ,166.8 ,6.3314 ,26,75.2 ,29.9 ,8,87.3 ,5.1 ,4.2 ,340 ,30.0 ,769 ,
0.439 ,1003.1 ,168.9 ,5.9398 ,26,75.2 ,29.7 ,8,76.4 ,4.9 ,4.1 ,338 ,30.1 ,773 ,
0.421 ,963.0 ,169.4 ,5.6844 ,26,75.2 ,29.6 ,8,65.5 ,4.5 ,3.7 ,334 ,30.0 ,770 ,
0.409 ,935.5 ,170.5 ,5.4851 ,26,75.2 ,29.5 ,8,54.6 ,3.9 ,3.6 ,333 ,30.0 ,770 ,
0.376 ,859.9 ,175.7 ,4.8956 ,26,75.2 ,29.3 ,8,43.7 ,3.3 ,3.3 ,329 ,30.1 ,773 ,
0.549 ,1254.0 ,168.3 ,7.4512 ,26,75.2 ,30.5 ,10,98.3 ,7.0 ,5.8 ,359 ,30.6 ,783 ,
0.535 ,1222.0 ,168.3 ,7.2591 ,26,75.2 ,30.4 ,10,87.3 ,6.7 ,5.6 ,357 ,30.6 ,783 ,
0.515 ,1175.8 ,169.2 ,6.9490 ,26,75.2 ,30.3 ,10,76.4 ,6.3 ,5.5 ,355 ,30.8 ,787 ,
0.494 ,1128.8 ,168.8 ,6.6881 ,26,75.2 ,30.1 ,10,65.5 ,5.9 ,5.1 ,351 ,30.6 ,783 ,
0.474 ,1082.2 ,170.1 ,6.3612 ,26,75.2 ,30.0 ,10,54.6 ,5.3 ,4.9 ,349 ,30.7 ,787 ,
0.434 ,991.7 ,172.9 ,5.7368 ,26,75.2 ,29.7 ,10,43.7 ,4.6 ,4.5 ,343 ,30.8 ,788 ,
0.637 ,1456.0 ,175.1 ,8.3154 ,26,75.2 ,31.2 ,12,109.2 ,8.8 ,7.8 ,385 ,31.8 ,811 ,
0.624 ,1426.4 ,174.3 ,8.1853 ,26,75.2 ,31.1 ,12,98.3 ,8.5 ,7.5 ,381 ,31.7 ,808 ,
0.618 ,1411.1 ,172.4 ,8.1848 ,26,75.2 ,31.1 ,12,87.3 ,8.2 ,7.2 ,377 ,31.3 ,799 ,
0.590 ,1347.8 ,172.3 ,7.8240 ,26,75.2 ,30.9 ,12,76.4 ,7.8 ,6.9 ,373 ,31.4 ,801 ,
0.566 ,1294.0 ,171.1 ,7.5628 ,26,75.2 ,30.7 ,12,65.5 ,7.3 ,6.4 ,367 ,31.2 ,797 ,
0.544 ,1243.0 ,171.7 ,7.2375 ,26,75.2 ,30.5 ,12,54.6 ,6.6 ,6.2 ,365 ,31.4 ,801 ,
0.496 ,1133.2 ,168.8 ,6.7133 ,26,75.2 ,30.2 ,12,43.7 ,5.8 ,5.1 ,351 ,30.6 ,784 ,
0.354 ,809.1 ,177.7 ,4.5537 ,26,62.6 ,29.8 ,6,76.4 ,3.5 ,2.7 ,323 ,29.8 ,766 ,
0.332 ,759.6 ,184.0 ,4.1296 ,26,62.6 ,29.6 ,6,65.5 ,3.2 ,2.6 ,321 ,29.9 ,768 ,
0.326 ,745.6 ,185.8 ,4.0125 ,26,62.6 ,29.6 ,6,54.6 ,2.8 ,2.5 ,320 ,29.9 ,768 ,
0.454 ,1037.1 ,172.4 ,6.0148 ,26,62.6 ,30.6 ,8,109.2 ,5.7 ,4.8 ,348 ,31.0 ,792 ,
0.445 ,1016.6 ,172.6 ,5.8912 ,26,62.6 ,30.6 ,8,98.3 ,5.5 ,4.7 ,346 ,30.9 ,791 ,
0.434 ,992.2 ,172.8 ,5.7417 ,26,62.6 ,30.5 ,8,87.3 ,5.3 ,4.5 ,343 ,30.8 ,788 ,
0.407 ,930.9 ,172.4 ,5.3992 ,26,62.6 ,30.2 ,8,65.5 ,4.6 ,3.8 ,335 ,30.3 ,777 ,
0.383 ,876.2 ,175.7 ,4.9860 ,26,62.6 ,30.0 ,8,54.6 ,4.2 ,3.5 ,332 ,30.3 ,778 ,
0.361 ,825.4 ,180.0 ,4.5861 ,26,62.6 ,29.9 ,8,43.7 ,3.5 ,3.2 ,329 ,30.4 ,778 ,
0.533 ,1218.3 ,173.6 ,7.0173 ,26,62.6 ,31.3 ,10,109.2 ,7.3 ,6.4 ,367 ,31.8 ,810 ,
0.523 ,1194.1 ,173.3 ,6.8911 ,26,62.6 ,31.2 ,10,98.3 ,7.1 ,6.2 ,364 ,31.7 ,808 ,
0.510 ,1165.3 ,172.9 ,6.7386 ,26,62.6 ,31.1 ,10,87.3 ,6.8 ,5.9 ,361 ,31.5 ,805 ,
0.483 ,1104.2 ,170.8 ,6.4656 ,26,62.6 ,30.9 ,10,65.5 ,6.0 ,5.2 ,352 ,30.9 ,791 ,
0.450 ,1027.5 ,172.8 ,5.9466 ,26,62.6 ,30.6 ,10,54.6 ,5.5 ,4.8 ,347 ,31.0 ,793 ,
0.425 ,972.2 ,174.7 ,5.5658 ,26,62.6 ,30.4 ,10,43.7 ,4.7 ,4.5 ,343 ,31.0 ,793 ,
0.612 ,1399.1 ,177.6 ,7.8787 ,26,62.6 ,32.1 ,12,109.2 ,8.9 ,7.9 ,386 ,32.5 ,828 ,
0.600 ,1371.6 ,176.8 ,7.7560 ,26,62.6 ,31.9 ,12,98.3 ,8.7 ,7.7 ,383 ,32.4 ,825 ,
0.554 ,1265.0 ,172.8 ,7.3197 ,26,62.6 ,31.5 ,12,65.5 ,7.4 ,6.5 ,369 ,31.6 ,806 ,
0.517 ,1182.0 ,173.1 ,6.8275 ,26,62.6 ,31.2 ,12,54.6 ,6.8 ,6.1 ,363 ,31.6 ,806 ,
0.480 ,1095.7 ,172.4 ,6.3554 ,26,62.6 ,30.9 ,12,43.7 ,6.0 ,5.3 ,354 ,31.2 ,798 ,
0.348 ,795.2 ,187.2 ,4.2471 ,26,50.1 ,30.7 ,6,109.2 ,4.3 ,3.5 ,331 ,30.9 ,791 ,
0.341 ,780.1 ,188.6 ,4.1368 ,26,50.1 ,30.6 ,6,98.3 ,4.1 ,3.3 ,330 ,30.9 ,790 ,
0.333 ,761.5 ,190.4 ,3.9993 ,26,50.1 ,30.6 ,6,87.3 ,3.9 ,3.2 ,328 ,30.8 ,788 ,
0.323 ,739.1 ,193.0 ,3.8286 ,26,50.1 ,30.5 ,6,76.4 ,3.7 ,3.0 ,326 ,30.7 ,786 ,
0.295 ,673.6 ,203.7 ,3.3073 ,26,50.1 ,30.2 ,6,54.6 ,3.1 ,2.4 ,320 ,30.4 ,779 ,
0.280 ,640.8 ,215.3 ,2.9761 ,26,50.1 ,30.1 ,6,43.7 ,2.5 ,2.4 ,319 ,30.6 ,784 ,
0.424 ,969.9 ,179.3 ,5.4097 ,26,50.1 ,31.5 ,8,109.2 ,5.9 ,5.0 ,350 ,31.8 ,811 ,
0.416 ,951.5 ,179.7 ,5.2966 ,26,50.1 ,31.4 ,8,98.3 ,5.7 ,4.9 ,348 ,31.7 ,809 ,
0.335 ,765.8 ,190.0 ,4.0313 ,26,50.1 ,30.6 ,8,43.7 ,3.8 ,3.2 ,329 ,30.8 ,788 ,
0.500 ,1143.5 ,178.8 ,6.3938 ,26,50.1 ,32.3 ,10,109.2 ,7.5 ,6.6 ,369 ,32.7 ,831 ,
0.491 ,1121.9 ,178.7 ,6.2794 ,26,50.1 ,32.2 ,10,98.3 ,7.3 ,6.4 ,367 ,32.6 ,829 ,
0.480 ,1096.0 ,178.5 ,6.1390 ,26,50.1 ,32.1 ,10,87.3 ,7.0 ,6.1 ,364 ,32.4 ,825 ,
0.395 ,901.9 ,180.8 ,4.9876 ,26,50.1 ,31.2 ,10,43.7 ,5.1 ,4.4 ,342 ,31.4 ,802 ,
0.359 ,820.6 ,188.5 ,4.3531 ,26,50.1 ,30.8 ,10,32.8 ,4.0 ,4.0 ,338 ,31.5 ,804 ,
0.576 ,1317.0 ,181.9 ,7.2412 ,26,50.1 ,33.2 ,12,109.2 ,9.1 ,8.1 ,389 ,33.6 ,853 ,
0.565 ,1290.5 ,181.4 ,7.1148 ,26,50.1 ,33.1 ,12,98.3 ,8.9 ,7.9 ,386 ,33.5 ,850 ,
0.552 ,1262.1 ,180.7 ,6.9861 ,26,50.1 ,32.9 ,12,87.3 ,8.6 ,7.6 ,383 ,33.3 ,846 ,
0.536 ,1225.3 ,180.0 ,6.8086 ,26,50.1 ,32.7 ,12,76.4 ,8.2 ,7.3 ,379 ,33.1 ,841 ,
0.516 ,1179.3 ,179.3 ,6.5786 ,26,50.1 ,32.5 ,12,65.5 ,7.7 ,6.9 ,373 ,32.9 ,836 ,
0.455 ,1038.7 ,178.5 ,5.8189 ,26,50.1 ,31.8 ,12,43.7 ,6.3 ,5.6 ,357 ,32.1 ,819 ,
0.411 ,939.6 ,183.7 ,5.1160 ,26,50.1 ,31.4 ,12,32.8 ,5.2 ,5.2 ,352 ,32.2 ,821 ,
0.285 ,651.7 ,224.7 ,2.9000 ,26,37.6 ,31.6 ,6,76.4 ,4.0 ,3.3 ,330 ,31.8 ,810 ,
0.274 ,626.8 ,232.8 ,2.6921 ,26,37.6 ,31.5 ,6,65.5 ,3.7 ,3.1 ,327 ,31.7 ,807 ,
0.261 ,597.4 ,249.1 ,2.3976 ,26,37.6 ,31.4 ,6,54.6 ,3.4 ,3.1 ,327 ,31.8 ,811 ,
0.354 ,809.3 ,198.5 ,4.0767 ,26,37.6 ,32.4 ,8,76.4 ,5.5 ,4.8 ,347 ,32.6 ,830 ,
0.342 ,780.4 ,201.3 ,3.8767 ,26,37.6 ,32.3 ,8,65.5 ,5.2 ,4.5 ,343 ,32.5 ,826 ,
0.324 ,740.8 ,206.6 ,3.5856 ,26,37.6 ,32.1 ,8,54.6 ,4.8 ,4.1 ,339 ,32.3 ,822 ,
0.303 ,691.6 ,214.9 ,3.2189 ,26,37.6 ,31.8 ,8,43.7 ,4.2 ,3.7 ,334 ,32.0 ,815 ,
0.432 ,986.7 ,190.6 ,5.1756 ,26,37.6 ,33.5 ,10,87.3 ,7.3 ,6.5 ,368 ,33.8 ,858 ,
0.421 ,961.3 ,190.9 ,5.0350 ,26,37.6 ,33.4 ,10,76.4 ,7.0 ,6.2 ,365 ,33.6 ,853 ,
0.406 ,928.5 ,191.7 ,4.8437 ,26,37.6 ,33.2 ,10,65.5 ,6.6 ,5.9 ,361 ,33.4 ,847 ,
0.387 ,884.4 ,193.5 ,4.5709 ,26,37.6 ,32.9 ,10,54.6 ,6.1 ,5.5 ,355 ,33.1 ,841 ,
0.361 ,824.3 ,197.3 ,4.1782 ,26,37.6 ,32.5 ,10,43.7 ,5.5 ,4.9 ,348 ,32.7 ,832 ,
0.487 ,1112.4 ,190.0 ,5.8552 ,26,37.6 ,34.3 ,12,76.4 ,8.5 ,7.7 ,384 ,34.6 ,877 ,
0.471 ,1075.3 ,189.8 ,5.6639 ,26,37.6 ,34.1 ,12,65.5 ,8.1 ,7.3 ,379 ,34.3 ,871 ,
0.448 ,1022.6 ,190.0 ,5.3819 ,26,37.6 ,33.8 ,12,54.6 ,7.5 ,6.8 ,372 ,34.0 ,862 ,
0.375 ,858.0 ,195.0 ,4.4001 ,26,37.6 ,32.7 ,12,32.8 ,5.8 ,5.2 ,352 ,32.9 ,837 ,
0.369 ,844.2 ,178.4 ,4.7312 ,28,125.3 ,30.0 ,6,109.2 ,4.2 ,3.3 ,330 ,30.4 ,779 ,
0.373 ,851.9 ,177.9 ,4.7881 ,28,125.3 ,30.0 ,6,98.3 ,3.9 ,3.4 ,331 ,30.4 ,779 ,
0.358 ,818.4 ,181.2 ,4.5154 ,28,125.3 ,29.9 ,6,87.3 ,3.8 ,3.3 ,329 ,30.5 ,780 ,
0.350 ,798.8 ,183.2 ,4.3601 ,28,125.3 ,29.9 ,6,76.4 ,3.5 ,3.1 ,328 ,30.5 ,780 ,
0.332 ,757.8 ,188.9 ,4.0121 ,28,125.3 ,29.8 ,6,65.5 ,3.3 ,3.0 ,326 ,30.5 ,782 ,
0.312 ,711.8 ,197.2 ,3.6095 ,28,125.3 ,29.7 ,6,54.6 ,2.9 ,2.8 ,324 ,30.6 ,784 ,
0.459 ,1048.5 ,171.4 ,6.1154 ,28,125.3 ,30.3 ,8,109.2 ,5.7 ,4.8 ,347 ,30.9 ,789 ,
0.459 ,1048.0 ,171.9 ,6.0963 ,28,125.3 ,30.3 ,8,98.3 ,5.5 ,4.9 ,348 ,30.9 ,791 ,
0.447 ,1022.5 ,172.6 ,5.9255 ,28,125.3 ,30.3 ,8,87.3 ,5.2 ,4.7 ,346 ,30.9 ,791 ,
0.430 ,981.8 ,174.2 ,5.6356 ,28,125.3 ,30.2 ,8,76.4 ,4.9 ,4.5 ,344 ,31.0 ,793 ,
0.409 ,934.9 ,176.7 ,5.2897 ,28,125.3 ,30.1 ,8,65.5 ,4.6 ,4.3 ,341 ,31.1 ,794 ,
0.384 ,878.5 ,180.7 ,4.8610 ,28,125.3 ,30.0 ,8,54.6 ,4.2 ,4.1 ,338 ,31.1 ,796 ,
0.341 ,778.8 ,192.9 ,4.0374 ,28,125.3 ,29.9 ,8,43.7 ,3.8 ,3.7 ,334 ,31.4 ,802 ,
0.547 ,1250.5 ,171.7 ,7.2821 ,28,125.3 ,30.7 ,10,109.2 ,7.3 ,6.3 ,366 ,31.4 ,801 ,
0.544 ,1243.0 ,172.2 ,7.2195 ,28,125.3 ,30.7 ,10,98.3 ,7.0 ,6.3 ,366 ,31.5 ,803 ,
0.534 ,1219.9 ,172.2 ,7.0842 ,28,125.3 ,30.7 ,10,87.3 ,6.7 ,6.2 ,364 ,31.4 ,803 ,
0.503 ,1150.5 ,171.0 ,6.7272 ,28,125.3 ,30.5 ,10,76.4 ,6.4 ,5.5 ,356 ,31.1 ,795 ,
0.482 ,1100.9 ,171.1 ,6.4354 ,28,125.3 ,30.4 ,10,65.5 ,6.0 ,5.2 ,352 ,31.0 ,792 ,
0.453 ,1034.8 ,176.5 ,5.8638 ,28,125.3 ,30.3 ,10,54.6 ,5.5 ,5.3 ,354 ,31.7 ,809 ,
0.404 ,924.3 ,183.1 ,5.0487 ,28,125.3 ,30.1 ,10,43.7 ,5.0 ,4.9 ,349 ,32.0 ,815 ,
0.343 ,783.5 ,197.6 ,3.9655 ,28,125.3 ,29.9 ,10,32.8 ,4.3 ,4.2 ,340 ,32.1 ,817 ,
0.635 ,1450.9 ,175.3 ,8.2762 ,28,125.3 ,31.1 ,12,109.2 ,8.8 ,7.8 ,385 ,31.9 ,812 ,
0.633 ,1446.2 ,175.4 ,8.2462 ,28,125.3 ,31.1 ,12,98.3 ,8.5 ,7.8 ,385 ,31.9 ,813 ,
0.613 ,1400.1 ,175.3 ,7.9851 ,28,125.3 ,31.0 ,12,87.3 ,8.2 ,7.6 ,382 ,32.0 ,816 ,
0.596 ,1362.5 ,175.0 ,7.7867 ,28,125.3 ,31.0 ,12,76.4 ,7.8 ,7.4 ,379 ,32.0 ,815 ,
0.559 ,1278.2 ,172.1 ,7.4287 ,28,125.3 ,30.8 ,12,65.5 ,7.4 ,6.5 ,368 ,31.4 ,802 ,
0.527 ,1205.3 ,171.3 ,7.0361 ,28,125.3 ,30.6 ,12,54.6 ,6.7 ,6.0 ,361 ,31.2 ,798 ,
0.462 ,1056.2 ,180.9 ,5.8384 ,28,125.3 ,30.4 ,12,43.7 ,6.2 ,6.1 ,363 ,32.7 ,831 ,
0.375 ,857.3 ,197.4 ,4.3422 ,28,125.3 ,30.0 ,12,32.8 ,5.8 ,5.4 ,355 ,33.3 ,845 ,
0.363 ,830.0 ,180.8 ,4.5916 ,28,112.7 ,30.2 ,6,109.2 ,4.2 ,3.4 ,330 ,30.5 ,782 ,
0.355 ,811.5 ,182.2 ,4.4531 ,28,112.7 ,30.1 ,6,98.3 ,4.0 ,3.2 ,329 ,30.5 ,781 ,
0.355 ,810.3 ,182.5 ,4.4393 ,28,112.7 ,30.1 ,6,87.3 ,3.8 ,3.3 ,329 ,30.5 ,782 ,
0.346 ,791.2 ,184.6 ,4.2870 ,28,112.7 ,30.1 ,6,76.4 ,3.5 ,3.2 ,328 ,30.5 ,782 ,
0.329 ,750.8 ,190.4 ,3.9433 ,28,112.7 ,30.0 ,6,65.5 ,3.3 ,3.0 ,326 ,30.6 ,783 ,
0.309 ,705.9 ,198.9 ,3.5488 ,28,112.7 ,29.9 ,6,54.6 ,2.9 ,2.8 ,324 ,30.7 ,785 ,
0.451 ,1031.3 ,173.1 ,5.9585 ,28,112.7 ,30.6 ,8,109.2 ,5.8 ,4.9 ,348 ,31.1 ,795 ,
0.442 ,1009.7 ,173.2 ,5.8284 ,28,112.7 ,30.5 ,8,98.3 ,5.6 ,4.7 ,346 ,31.0 ,793 ,
0.440 ,1006.5 ,173.8 ,5.7923 ,28,112.7 ,30.5 ,8,87.3 ,5.3 ,4.7 ,346 ,31.1 ,794 ,
0.425 ,971.7 ,175.2 ,5.5475 ,28,112.7 ,30.4 ,8,76.4 ,5.0 ,4.5 ,344 ,31.1 ,795 ,
0.405 ,925.4 ,177.8 ,5.2044 ,28,112.7 ,30.4 ,8,65.5 ,4.6 ,4.3 ,342 ,31.2 ,796 ,
0.381 ,870.1 ,182.0 ,4.7818 ,28,112.7 ,30.2 ,8,54.6 ,4.2 ,4.1 ,339 ,31.2 ,798 ,
